Date,Price,Open,High,Low,Vol.,Change %
"May 13, 2020",9298.70,"8,813.90","9,384.60","8,799.10",1.50M,5.50%
"May 12, 2020",8813.80,"8,569.80","8,964.50","8,542.80",1.35M,2.73%
"May 11, 2020",8579.80,"8,737.60","9,129.60","8,235.60",2.29M,-1.82%
"May 10, 2020",8738.80,"9,553.90","9,569.40","8,259.30",2.47M,-8.54%
"May 09, 2020",9554.60,"9,806.00","9,910.50","9,533.60",1.49M,-2.57%
"May 08, 2020",9806.20,"9,980.10","10,018.20","9,731.40",1.42M,-1.74%
"May 07, 2020",9979.80,"9,152.70","10,033.00","9,064.80",1.91M,9.05%
"May 06, 2020",9151.40,"9,000.60","9,373.70","8,923.60",1.62M,1.67%
"May 05, 2020",9001.00,"8,874.20","9,078.70","8,800.40",1.05M,1.42%
"May 04, 2020",8874.70,"8,885.50","8,945.50","8,553.20",1.12M,-0.12%
"May 03, 2020",8885.50,"8,966.20","9,169.90","8,742.20",1.15M,-0.90%
"May 02, 2020",8966.30,"8,821.60","8,986.20","8,771.30",890.34K,1.64%
"May 01, 2020",8821.60,"8,628.60","9,040.30","8,621.00",1.11M,2.23%
"Apr 30, 2020",8629.00,"8,770.60","9,437.50","8,425.50",2.04M,-1.62%
"Apr 29, 2020",8770.90,"7,746.70","8,918.50","7,729.70",1.83M,13.22%
"Apr 28, 2020",7746.90,"7,766.00","7,770.10","7,655.30",808.09K,-0.25%
"Apr 27, 2020",7766.00,"7,679.40","7,768.50","7,637.70",980.50K,1.13%
"Apr 26, 2020",7678.90,"7,540.40","7,679.40","7,520.50",921.59K,1.84%
"Apr 25, 2020",7540.40,"7,503.90","7,684.60","7,451.00",861.93K,0.49%
"Apr 24, 2020",7503.80,"7,491.30","7,583.50","7,423.50",951.95K,0.20%
"Apr 23, 2020",7488.50,"7,112.80","7,655.40","7,036.50",1.34M,5.28%
"Apr 22, 2020",7112.90,"6,842.50","7,137.40","6,821.80",914.18K,3.95%
"Apr 21, 2020",6842.50,"6,833.40","6,919.30","6,774.30",892.57K,0.13%
"Apr 20, 2020",6833.50,"7,122.90","7,207.50","6,771.20",1.26M,-4.06%
"Apr 19, 2020",7122.90,"7,230.90","7,238.00","7,079.10",5.93M,-1.49%
"Apr 18, 2020",7230.80,"7,035.90","7,259.40","7,031.50",796.45K,2.77%
"Apr 17, 2020",7035.80,"7,085.50","7,142.80","7,005.80",810.10K,-0.70%
"Apr 16, 2020",7085.60,"6,629.10","7,159.70","6,520.50",1.54M,6.89%
"Apr 15, 2020",6629.10,"6,851.30","6,929.50","6,615.90",1.00M,-3.24%
"Apr 14, 2020",6850.90,"6,841.80","6,970.80","6,768.60",999.53K,0.14%
"Apr 13, 2020",6841.30,"6,918.10","6,920.30","6,618.50",1.25M,-1.10%
"Apr 12, 2020",6917.60,"6,867.90","7,158.80","6,785.10",1.10M,0.73%
"Apr 11, 2020",6867.80,"6,862.70","6,931.40","6,765.10",845.58K,0.07%
"Apr 10, 2020",6863.10,"7,289.00","7,294.40","6,756.10",1.37M,-5.84%
"Apr 09, 2020",7289.00,"7,361.10","7,361.10","7,140.30",963.55K,-0.98%
"Apr 08, 2020",7361.20,"7,185.60","7,396.10","7,153.10",983.94K,2.45%
"Apr 07, 2020",7185.20,"7,332.30","7,440.30","7,101.70",1.32M,-2.01%
"Apr 06, 2020",7332.30,"6,772.80","7,335.00","6,770.10",1.53M,8.26%
"Apr 05, 2020",6772.70,"6,857.50","6,889.40","6,686.00",842.33K,-1.23%
"Apr 04, 2020",6857.40,"6,735.90","6,958.60","6,679.10",1.05M,1.80%
"Apr 03, 2020",6735.90,"6,799.90","7,026.30","6,623.60",1.35M,-0.95%
"Apr 02, 2020",6800.50,"6,638.80","7,182.70","6,567.90",1.74M,2.44%
"Apr 01, 2020",6638.50,"6,412.40","6,661.30","6,157.40",1.40M,3.52%
"Mar 31, 2020",6412.50,"6,391.10","6,513.10","6,346.30",1.05M,0.34%
"Mar 30, 2020",6391.00,"5,890.40","6,576.50","5,872.50",1.43M,8.50%
"Mar 29, 2020",5890.40,"6,233.20","6,258.80","5,889.30",916.17K,-5.51%
"Mar 28, 2020",6233.70,"6,373.40","6,374.30","6,046.50",1.26M,-2.19%
"Mar 27, 2020",6373.40,"6,725.50","6,813.70","6,322.30",1.16M,-5.23%
"Mar 26, 2020",6725.10,"6,677.90","6,772.90","6,541.70",1.18M,0.69%
"Mar 25, 2020",6678.90,"6,744.80","6,930.20","6,474.60",1.52M,-0.97%
"Mar 24, 2020",6744.60,"6,468.80","6,814.20","6,380.80",1.73M,4.26%
"Mar 23, 2020",6468.90,"5,822.00","6,564.70","5,710.80",1.88M,11.11%
"Mar 22, 2020",5822.10,"6,186.90","6,394.40","5,771.20",1.48M,-5.89%
"Mar 21, 2020",6186.20,"6,205.60","6,438.30","5,887.00",1.64M,-0.31%
"Mar 20, 2020",6205.30,"6,171.60","6,858.10","5,748.20",2.22M,0.54%
"Mar 19, 2020",6172.00,"5,359.20","6,379.50","5,256.00",2.18M,15.12%
"Mar 18, 2020",5361.40,"5,260.70","5,373.10","5,020.90",1.80M,1.91%
"Mar 17, 2020",5261.10,"5,030.20","5,432.80","4,946.50",1.89M,4.59%
